location,size,total_sqft,bath,price
Sarjapur  Road,2 BHK,1205,2,37
5th Phase JP Nagar,3 BHK,1450,2,73
Thyagaraja Nagar,4 Bedroom,750,4,125
Annaiah Reddy Layout,1 Bedroom,540,1,22
Dasarahalli,2 BHK,1200,2,42
Nagarbhavi,5 Bedroom,1200,5,260
Kalena Agrahara,3 BHK,1837,2,95
Whitefield,2 BHK,1346,2,76.01
Balagere,2 BHK,1012,2,68
Gopalapura,3 BHK,1950.2,3,193
Atmananda Colony,2 BHK,1125,2,55
Kaggadasapura,3 BHK,1500,2,60
Harlur,2 BHK,1197,2,79.9
Chandapura,3 BHK,1230,2,31.37
BTM 2nd Stage,2 BHK,1100,2,47
Channasandra Layout,3 BHK,1563,2,52
4th Block Jayanagar,7 Bedroom,2240,4,700
Hebbal Kempapura,4 BHK,3729,4,384
Sarjapur  Road,3 Bedroom,1600,3,120
Green Glen Layout,3 BHK,1715,3,120
Bannerghatta Road,4 Bedroom,2400,4,180
Ramagondanahalli,2 BHK,1151,2,42.5
Banaswadi,6 Bedroom,1200,6,220
Uttarahalli,2 BHK,1123,2,60
Whitefield,2 BHK,1276,2,69.5
Yelahanka,2 BHK,1315,2,77
Poorna Pragna Layout,3 BHK,1270,2,50.79
R.T. Nagar,2 BHK,1325,2,52
Varthur,3 BHK,1600,3,63.2
Jakkur,3 BHK,1660,3,104
Kodichikkanahalli,2 BHK,1299,2,58
Haralur Road,2 BHK,953,2,90
Gunjur,2 BHK,1457,2,60
Varthur,2 BHK,1000,1,65
Mallasandra,3 BHK,1100,2,76.3
Yelahanka,3 BHK,1075,2,33.53
Kanakpura Road,3 BHK,1450,3,51
Iblur Village,5 BHK,5515,6,425
Bellandur,1 BHK,950,1,40
Basaveshwara Nagar,5 Bedroom,1200,3,180
Amam Enclave Layout,2 BHK,1013,2,60
Hennur Road,2 BHK,1140,2,56
4th T block Jayanagar,3 BHK,2100,3,220
Yelahanka,3 BHK,1430,3,61
Ilyas Nagar,4 Bedroom,600,3,95
Anantapura,3 BHK,1600,3,77
Ayappa Nagar,2 BHK,1190,2,48
Ashwath Nagar,3 BHK,1625,3,95
Classic Paradise Layout,2 BHK,1210,2,53
Lakshminarayana Pura,3 BHK,1615,3,150
Kalena Agrahara,2 BHK,1180,2,85
Nagasandra,2 Bedroom,1500,2,91
Bellandur,2 BHK,850,2,45
Kothanur,2 BHK,1130,2,55
CV Raman Nagar,2 BHK,907,2,38
HRBR Layout,2 BHK,1300,2,90
Hennur Road,3 BHK,1891,3,110
Hennur Road,3 BHK,1735,3,78
Bisuvanahalli,3 BHK,1075,2,33
Gowdanapalya,5 BHK,24Sq. Meter,5,75
Kumaraswami Layout,7 BHK,2040,4,123
Uttarahalli,3 BHK,1590,3,57
Jayanti Nagar,5 Bedroom,1600,5,140
Doddakammanahalli,2 BHK,1160,2,55
Tasker Town,2 BHK,930,1,55
Devanahalli,2 BHK,1010,2,58
Electronic City,2 BHK,1221,2,68
Banashankari,4 Bedroom,2400,4,470
Hoodi,2 BHK,1108,2,87.48
Vidyaranyapura,4 Bedroom,1000,4,120
Sarjapur  Road,2 BHK,1370,2,70
Banashankari Stage V,2 BHK,920,2,41.5
Bhoganhalli,2 BHK,1277,2,79.89
Horamavu Agara,2 BHK,1213,2,38.1
Singasandra,3 BHK,1653,3,85
Sarjapur,4 Bedroom,2400,3,140
1st Block Koramangala,4 BHK,3000,5,500
Kothanur,4 Bedroom,1600,4,250
Electronics City Phase 1,3 BHK,1321,2,40
Kanakpura Road,3 BHK,1570,3,68
Hessarghatta,8 Bedroom,1150,8,70
Nallurhalli,2 BHK,1053,2,44
Hoysalanagar,3 BHK,1325,2,56
manyata,2 BHK,1169,2,50.11
Badavala Nagar,2 BHK,1274,2,90
Whitefield,2 BHK,1317,2,52
Lakshminarayana Pura,2 BHK,1195,2,75
Whitefield,4 BHK,2528 - 3188,4,137
Kammasandra,2 BHK,940,2,35
Budigere,3 BHK,1820,3,95.5
Kanakpura Road,3 BHK,1450,3,53.6
Whitefield,3 BHK,1615,3,96.9
Nagarbhavi,3 BHK,2200,2,99
Subramanyapura,2 BHK,985,2,62.5
Electronics City Phase 1,2 BHK,1116,2,33
Attibele,2 BHK,656,2,25
Kaggadasapura,2 BHK,1105,2,39.5
Whitefield,2 BHK,1220,2,55
Hoodi,3 BHK,1400,3,74
Bhuvaneswari Nagar,4 Bedroom,2400,3,185
Anandapura,3 Bedroom,850,3,63
Uttarahalli,2 BHK,1000,2,35
Bannerghatta Road,3 BHK,1660,3,80
Uttarahalli,3 BHK,1330,2,57
Old Madras Road,2 BHK,1165,2,52
Budigere,2 BHK,1153,2,56
Bannerghatta Road,2 BHK,1270,2,45
2nd Phase JP Nagar,2 BHK,1070,2,38
RWF West Colony,3 BHK,1427,2,85
Banashankari Stage III,3 BHK,1420,2,95
Kothanur,4 Bedroom,1600,5,130
Langford Town,2 BHK,2031,2,200
Bellandur,2 BHK,1454,2,90
Whitefield,2 BHK,1116,2,48.76
Maruthi Sevanagar,4 Bedroom,2000,3,180
Sarjapur  Road,2 BHK,1346,2,74.03
Hessarghatta,2 BHK,1062,2,50
 Mysore Highway,1 BHK,700,1,25.5
JP Nagar,2 BHK,1405,2,99
Doddathoguru,2 BHK,1100,2,50
Chikka Tirupathi,3 Bedroom,2153,4,120
Kammagondahalli,3 Bedroom,1200,3,120
Ulsoor,3 BHK,2135,3,170
Uttarahalli,2 BHK,1125,2,47
2nd Phase Judicial Layout,3 BHK,1350,2,47.25
Pai Layout,2 BHK,1068,2,48
Doddathoguru,2 BHK,940,2,32.9
Hosa Road,2 BHK,1063,2,32.79
Brookefield,2 BHK,1382,2,84.5
Harlur,2 BHK,936,2,45
KR Puram,3 BHK,1400,2,60
Sarjapur  Road,1 BHK,475,1,26
LIC Colony,2 BHK,1200,2,115
Glass Factory Layout,3 BHK,1450,3,65
Kudlu,2 BHK,1162,2,52
Hosa Road,2 BHK,1161,2,48.75
Green Glen Layout,3 BHK,1623.29,2,105
Brookefield,2 BHK,1260,2,70
Billekahalli,4 Bedroom,1672,3,190
Seegehalli,3 Bedroom,3000,4,240
Murugeshpalya,3 BHK,1500,2,70
Budigere,1 BHK,650 - 760,1,34.545
Gaurava Nagar,5 Bedroom,1650,6,200
Dollars Colony,3 BHK,2000,3,200
Thyagaraja Nagar,1 Bedroom,1675,1,241
Electronic City,3 Bedroom,1200,3,150
Nagarbhavi,2 BHK,1100,2,46.2
Whitefield,3 BHK,1400,2,56
Ramagondanahalli,3 BHK,2257,3,155
Budigere,2 BHK,1153,2,56.5
Sarjapur  Road,2 BHK,1197,2,56.86
Siddapura,2 BHK,1150,2,90
Akshayanagara East,1 BHK,595,1,40
Hoodi,3 BHK,1837,3,110
Kumbalgodu,4 Bedroom,3750,4,190
Bellandur,3 BHK,1830,3,91.86
Green Glen Layout,3 BHK,1715,3,115
Electronic City,2 BHK,970,2,35
Hebbal Kempapura,4 Bedroom,1200,3,148
NRI Layout,4 Bedroom,2700,5,95.75
Siddapura,3 Bedroom,5480,4,400
Vidyaranyapura,4 BHK,2400,5,135
Sarjapur  Road,4 BHK,3040,4,135
Raja Rajeshwari Nagar,2 BHK,1168,2,66
Begur Road,2 BHK,1160,2,36.54
Mallappa Layout,3 BHK,1500,3,75
Kumaraswami Layout,2 Bedroom,600,2,72
5th Phase JP Nagar,8 Bedroom,1200,7,250
ITPL,2 BHK,850,2,25.4
Ramamurthy Nagar,2 BHK,935,2,39
Ullal Road,5 Bedroom,1200,5,235
Doddaballapur,1 BHK,654,1,49
Domlur,3 BHK,1650,3,180
Dodsworth Layout,3 Bedroom,5656,5,499
Vinayak Nagar,2 BHK,1300,2,33
Kaggalipura,2 BHK,950,2,60
Silk Board,3 BHK,1250,3,54
Doddakallasandra,2 BHK,1072,2,42.87
Ankappa Layout,3 BHK,1425,2,65
Uttarahalli,2 BHK,1165,1,42.09
Kathriguppe,3 BHK,1390,2,69.49
Kalena Agrahara,3 BHK,1510,3,78
Thanisandra,2 BHK,1305,2,90
Vidyaranyapura,6 Bedroom,1200,6,170
Kodigehaali,2 BHK,866,2,32
Hulimavu,2 BHK,1231,2,84.5
Sompura,3 BHK,1360,2,45
Yeshwanthpur,3 BHK,2500,3,138
Whitefield,2 BHK,1140,2,55
Kanakpura Road,1 BHK,525,1,30
Whitefield,2 BHK,1295,2,64.5
Hormavu,2 BHK,1020,2,45.75
Old Airport Road,4 BHK,3504,4,262
Sidedahalli,2 Bedroom,1200,1,50
Vidyaranyapura,2 BHK,1100,2,41
Bannerghatta Road,4 Bedroom,4723,4,500
Kothannur,2 BHK,820,2,37
Sarjapur,4 Bedroom,3508,4,386
Versova Layout,4 Bedroom,3700,4,400
Kalena Agrahara,2 BHK,1354,2,70
Basavangudi,4 BHK,2453,3,250
Garudachar Palya,2 BHK,1154,2,51.8
7th Phase JP Nagar,3 BHK,1680,2,92
Electronics City Phase 1,2 BHK,1205,2,60
Raja Rajeshwari Nagar,3 BHK,1400,2,86
Doopanahalli,3 BHK,1625,3,150
Electronic City,3 Bedroom,1500,3,73
Bannerghatta Road,3 BHK,1520,2,80
3rd Stage Raja Rajeshwari Nagar,2 BHK,1300,3,65
Manayata Tech Park,2 BHK,1150,2,47
Kadugodi,3 BHK,1762,3,109
Budigere,2 BHK,1153,2,58
Yelahanka,4 BHK,2650,4,223
Sompura,3 BHK,1350,2,47
Billekahalli,2 BHK,950,2,56
Jakkur,3 BHK,3295,3,310
Coconut Grove Layout,3 BHK,1515,3,80.5
Neeladri Nagar,2 BHK,1100,2,30
Byrasandra,2 BHK,1250,2,65
HBR Layout,2 Bedroom,1200,2,120
5th Phase JP Nagar,7 BHK,2500,8,95
Hoskote,4 Bedroom,1200,4,100
Yelahanka,3 BHK,1355,2,51.5
Dominic Layout,3 BHK,1115,3,39.14
8th Phase JP Nagar,3 BHK,1275,3,45
Padmanabhanagar,3 BHK,2051,3,170
BTM Layout,3 BHK,1470,2,99
Silver Springs Layout,3 BHK,1550,2,70
Bannerghatta Road,3 BHK,1270,2,73
Bhoganhalli,4 BHK,2119,4,111
Hebbal Kempapura,3 BHK,1600,3,170
Kudlu Gate,3 BHK,1320,2,50
Gopalkrishna Nagar,3 BHK,2505,3,165
Tejaswini Nagar,3 BHK,1410,2,54
Whitefield,2 BHK,1200,2,70
Chennammana Kere,3 BHK,1705,2,86.96
Electronic City,2 BHK,995,2,48
Horamavu Banaswadi,2 BHK,1081,2,52
Parappana Agrahara,2 BHK,1194,2,46
Sonnenahalli,1 BHK,605,1,30.24
Yelahanka,1 BHK,567,1,25
Rajaji Nagar,2 BHK,1718,3,275
Banashankari Stage VI,3 BHK,1400 - 1421,2,70.385
2nd Stage Nagarbhavi,3 Bedroom,600,5,135
Green Glen Layout,3 BHK,1715,3,105
Doddaballapur,4 Bedroom,3206,5,270
Kundalahalli,4 Bedroom,1500,4,235
Bannerghatta Road,3 BHK,1846,3,120
Coconut Garden,3 Bedroom,600,3,90
Whitefield,2 BHK,1015,2,56
Dollars Colony,4 Bedroom,4350,8,2600
Thanisandra,2 BHK,1100,2,36
Thanisandra,3 BHK,1965,4,125
NGR Layout,2 BHK,1021,2,45.9
Haralur Road,2 BHK,1230,2,67.65
Uttarahalli,2 BHK,1260,2,55
Indira Nagar,4 Bedroom,2400,4,700
Lingadheeranahalli,3 BHK,1894,4,114
2nd Stage Nagarbhavi,6 Bedroom,1500,4,233
Jakkur,3 BHK,1950,3,131
Sector 2 HSR Layout,2 BHK,1231,2,66
Mahadevpura,2 BHK,1236,2,58
R.T. Nagar,4 BHK,1800,3,120
KAMAKIYA,3 BHK,1650,3,135
Kirloskar Layout,5 Bedroom,750,3,88
Begur,3 BHK,1443,2,70
Ramamurthy Nagar,4 Bedroom,886,4,120
Wheelers Road,2 BHK,925,2,68
Chandapura,3 BHK,1305,3,33.28
Alfa Garden Layout,2 BHK,1190,2,46.41
Uttarahalli,2 BHK,1284,2,53.36
MM Layout,4 Bedroom,350,3,45
Palace Guttahalli,3 Bedroom,875,3,115
Chikkalasandra,2 BHK,1325,2,59
Sector 6 HSR Layout,6 Bedroom,2400,5,750
Kudlu Gate,2 BHK,1183,2,79.54
Rajiv Gandhi Nagar,3 BHK,1750,3,100
Nagashetty Halli,4 BHK,16335,4,149
Doddagubbi,1 BHK,747,1,27
Electronic City,2 BHK,1342,2,90
Motappa Layout,2 BHK,1113,2,52
Devarabeesana Halli,3 BHK,1738,3,110
Brookefield,2 BHK,1206,2,90
Hebbal,4 BHK,2790,4,198
Hebbal,2 BHK,1162,2,59
Parappana Agrahara,2 BHK,1194,2,46
Sarjapur  Road,3 BHK,1857,4,155
Kattigenahalli,6 Bedroom,3500,6,115
Rajaji Nagar,2 BHK,1763,3,240
Uttarahalli,2 BHK,1150,2,45.99
Koramangala,4 Bedroom,2400,5,550
Chikkalasandra,2 BHK,1290,2,72
Thubarahalli,4 BHK,3408,5,145
HBR Layout,2 Bedroom,900,2,145
Sanjay nagar,2 BHK,1150,2,70
Banashankari,3 Bedroom,1040,2,109
Yeshwanthpur,2 BHK,1160,2,64.08
Soundarya Layout,2 BHK,900,2,27
Sarjapur  Road,4 Bedroom,1750,3,185
Electronic City,3 BHK,1320,2,38.12
Lingadheeranahalli,4 BHK,2240,4,160
Electronics City Phase 1,2 BHK,891,2,26
Udaya Nagar,5 Bedroom,1000,4,80
Ambedkar Nagar,3 BHK,1852,3,125
Chandapura,3 BHK,1323,2,42
Vittasandra,2 BHK,1404,2,67.5
Dodda Nekkundi,2 BHK,1370,2,60
Uttarahalli,3 BHK,1385,2,48.48
Gollarapalya Hosahalli,2 BHK,1129,2,50
Mahalakshmi Layout,3 BHK,1876,3,150
Brooke Bond First Cross,3 BHK,1720,3,95
Jalahalli East,4 Bedroom,1200,4,80
Mysore Road,2 BHK,1175,2,86.68
Nagawara Junction,1 BHK,500,1,51
Dasappa Layout,5 Bedroom,1200,5,85
Electronic City Phase II,1 BHK,1200,1,295
Hosa Road,3 BHK,1893,3,130
Whitefield,3 BHK,1430,3,52
Green View Layout,2 BHK,850,2,45
CV Raman Nagar,2 BHK,1392,2,110
Kanakpura Road,3 BHK,1938,3,105
Chennammanakere Achukattu,2 BHK,1020,2,52
"beml layout, basaveshwara nagar",3 Bedroom,2400,2,360
HBR Layout,3 BHK,1832,3,160
Konanakunte,3 BHK,1423,2,85
Jakkur,2 BHK,1432,2,85
2nd Block Hrbr Layout,4 Bedroom,1350,4,235
BTM 2nd Stage,8 Bedroom,1500,6,270
CV Raman Nagar,3 BHK,1480,3,65
Kanakpura Road,3 BHK,1843,3,96.2
Lingarajapuram,3 Bedroom,760,4,95
Hulimavu,3 BHK,1916,2,150
Hennur,2 BHK,1255,2,55.5
Yelenahalli,2 BHK,1160,2,44.08
Old Madras Road,2 BHK,2640,2,170
Bommanahalli,2 BHK,1160,2,53
Lakshminarayana Pura,2 BHK,1200,2,80
7th Phase JP Nagar,2 BHK,1100,2,44
Ramagondanahalli,3 BHK,1500,3,100
Electronic City Phase II,3 BHK,1336,2,50.35
Choodasandra,2 BHK,1065,2,46
Hebbal,2 BHK,1294,2,115
Rachenahalli,3 BHK,1550,3,68.5
Whitefield,2 BHK,1216,2,75
Bank Of Baroda Colony,2 BHK,1005,2,40
7th Phase JP Nagar,3 BHK,1430,2,102
Frazer Town,4 BHK,4100,4,660
Hoodi,3 BHK,1660,3,125
Thanisandra,3 BHK,1430,2,56
Hennur Road,3 BHK,1470,2,75
Jalahalli,2 BHK,1045,2,76.77
Hebbal,4 BHK,4000 - 4450,6,359
Anjanapura,2 BHK,950,2,30
Doddathoguru,3 BHK,1382,3,65
BTM 2nd Stage,2 BHK,930,2,46
Sarjapur  Road,3 BHK,1660,2,116
Vijinapura,2 BHK,1290,2,71.95
Whitefield,3 BHK,1010,2,45
Brookefield,4 BHK,3050,4,130
Dodda Nekkundi,2 BHK,1200,2,71
3rd Block Hrbr Layout,3 BHK,1650,3,140
Budigere,3 BHK,1636,3,88
Rajaji Nagar,3 BHK,2367,3,320
Budigere,2 BHK,1153,2,56.55
Hegde Nagar,3 BHK,2087.01,4,160
LB Shastri Nagar,2 BHK,1200,2,47
HSR Layout,3 BHK,1844,3,89
Hosa Road,3 BHK,142.84Sq. Meter,3,110
Begur Road,2 BHK,1215,2,43.75
Sarjapur  Road,2 BHK,1194,2,57
Chennappa Layout,2 BHK,1220,2,52
1st Block HBR Layout,4 BHK,3150,4,150
Kanakpura Road,1 BHK,525,1,26
Bommasandra,2 BHK,955,2,37.97
Kadugondanahalli,5 Bedroom,2000,5,75
Magadi Road,2 BHK,884,2,48
Kathriguppe,2 BHK,1250,2,68.75
Bommasandra Industrial Area,2 BHK,7000,2,135
Dodda Nekkundi,3 Bedroom,2400,4,300
Harlur,4 BHK,2990,4,225
Bellandur,2 BHK,1195,2,52
Sadhguru Layout,1 BHK,2559,1,55
Begur,2 BHK,1200,2,33
Sarjapur  Road,2 BHK,984,2,45.75
Bommasandra,2 BHK,1089,2,40
Hennur Road,2 BHK,1165,2,52
Chandapura,1 BHK,410,1,10
Hennur,3 BHK,1482,3,110
Ramamurthy Nagar,2 Bedroom,1200,2,68
Kanakapura,3 BHK,1938,3,113
Hormavu,3 BHK,1166,2,34.97
Chikkalasandra,3 BHK,1275,2,55.46
Mico Layout,2 BHK,1140,2,43
Hegde Nagar,4 Bedroom,3734,5,430
Tejaswini Nagar,1 BHK,720,1,28
Nagarbhavi,3 Bedroom,1200,3,228
Richards Town,2 BHK,1100,2,90
Sector 7 HSR Layout,2 BHK,1162,2,98.77
Ramamurthy Nagar,1 Bedroom,540,1,35
Rachenahalli,3 BHK,1550,2,73.5
R.T. Nagar,3 Bedroom,1300,3,145
Ullal Road,5 Bedroom,1200,5,130
Chikbasavanapura,2 BHK,1220,2,60
Doddathoguru,2 BHK,964,2,62
"Electronic City Phase 1, ",3 BHK,1500,3,50
Sarjapur  Road,3 BHK,1347,2,44
"JP Nagar 8th Phase, ",4 BHK,5000,5,250
Bannerghatta Road,4 Bedroom,3000,4,140
Bannerghatta,2 BHK,1120,2,42.5
Lake City,1 BHK,600,1,22.8
Whitefield,3 BHK,2321,4,157
Bhagyalakshmi Avenue,1 BHK,540,1,24
Hebbal,2 BHK,1150,2,57
Sonnenahalli,3 BHK,1484,3,75
Ramagondanahalli,3 BHK,1680,2,68
Byagadadhenahalli,2 BHK,620,2,23
Dodda Banaswadi,3 BHK,1650,3,78
Chuchangatta Colony,3 BHK,1250,3,44
Hanuman Nagar,3 BHK,2072,3,108
Sarjapur  Road,2 BHK,1105,2,40
Vidyaranyapura,2 BHK,1200,2,60.5
Kumaraswami Layout,7 Bedroom,3100,7,145
Whitefield,4 Bedroom,4007,4,530
Electronic City,2 BHK,550,2,16
Banashankari,3 BHK,1340,2,53.6
Rajaji Nagar,3 BHK,2409,3,395
Haralur Road,2 BHK,1194,2,46
Vittasandra,2 BHK,1246,2,65
Old Airport Road,2 BHK,1055,2,75
Hosa Road,3 BHK,1541,3,69.61
Harlur,2 BHK,1370,2,88
Whitefield,2 BHK,1224,2,75
Kengeri Satellite Town,4 Bedroom,650,2,58
Kambipura,2 BHK,883,2,39
Yeshwanthpur,3 BHK,1676,3,92.13
Shree Ananth Nagar Layout,2 BHK,1154,2,57
Kanakpura Road,3 BHK,1610,3,78.5
Devasthanagalu,2 BHK,1057,2,42
Raja Rajeshwari Nagar,2 BHK,1157,2,65
Doddagubbi,4 Bedroom,1200,4,85
Dasappa Layout,7 Bedroom,1500,7,130
Gulimangala,2 BHK,980,2,35
Sarjapur  Road,2 BHK,1140,2,40
Raja Rajeshwari Nagar,2 BHK,1206,2,40.7
Electronic City Phase II,1 BHK,575,1,16.75
Koramangala,3 BHK,1600,3,170
1st Stage Indira Nagar,4 Bedroom,2400,4,500
Horamavu Agara,3 BHK,1300,2,52
Tunganagara,3 BHK,1270,2,35.56
Electronic City,2 BHK,1128,2,63.5
Electronics City Phase 1,1 BHK,640,1,45
4th T block Jayanagar,3 BHK,2400,3,185
TC Palaya,3 Bedroom,1200,2,66
Kanakapura,2 BHK,1090,2,38.15
Electronic City,1 BHK,589,1,29
Electronic City,2 BHK,1125,2,28.13
Kogilu,2 BHK,1140,2,50.66
Sarjapur  Road,4 Bedroom,3150,4,500
Kundalahalli,2 BHK,1315,2,74
Billamaranahalli,2 Bedroom,300Sq. Yards,2,150
Bellandur,3 BHK,1435,2,115
Haralur Road,2 BHK,1092,2,44
Kadugodi,2 BHK,1314,2,80
Koramangala,2 BHK,1260,2,100
Srirampura,7 Bedroom,1875,5,192
Nagarbhavi,2 BHK,1080,2,49
Nagasandra,8 Bedroom,4000,8,160
Mysore Road,3 BHK,1082,2,45
Jakkur,3 BHK,1150,3,65
Hennur Road,2 BHK,1052,2,34.72
Yelahanka,2 BHK,1045,2,45
Kodigehaali,3 BHK,1442,3,80
Kaggadasapura,3 BHK,1500,2,75
Marsur,2 BHK,497,1,20
Hennur,2 BHK,1255,2,53.57
Vajarahalli,3 BHK,1432,3,79
Kundalahalli,3 Bedroom,2100,3,150
Hennur Road,2 BHK,1450,2,80
Sarjapur  Road,2 BHK,1346,2,69.61
Kumaraswami Layout,2 BHK,1200,2,29
Electronic City Phase II,3 BHK,925,2,49.82
Dasarahalli,2 BHK,1160,2,49
Lingadheeranahalli,3 BHK,1768,3,81.31
Kothanur,2 BHK,1094,2,54
Seetharampalya,3 BHK,1500,3,90
Gubbalala,3 BHK,1745,3,130
Bommanahalli,7 Bedroom,2875,7,85
Byadarahalli,4 BHK,3500,3,425
Sonnenahalli,3 BHK,1550,3,50
Rajiv Nagar,4 BHK,2340,5,160
Whitefield,3 BHK,1655,3,113
Battarahalli,3 BHK,2024,3,103
Siddapura,4 Bedroom,3100,5,425
Jalahalli,3 BHK,1575,4,100
Iblur Village,3 BHK,1920,3,130
Sarjapur  Road,4 Bedroom,6200,4,744
Kambipura,3 BHK,1082,2,55
BTM 2nd Stage,3 BHK,1265,2,55
Kengeri Satellite Town KHB Apartment,3 BHK,1100,2,45
Margondanahalli,2 Bedroom,1160,2,65
Vittasandra,2 BHK,1246,2,67.4
Hosa Road,1 BHK,615,1,43.08
7th Phase JP Nagar,2 BHK,1128,2,60
Tirumanahalli,2 BHK,1260,2,55
Bellandur,3 BHK,1830,3,89.89
Sarjapur,3 BHK,1525,2,68
Yelahanka,1 BHK,602,2,30
Kumaraswami Layout,7 Bedroom,3000,4,400
Hegde Nagar,3 BHK,1835,3,89
Kanakpura Road,3 BHK,1250,3,62.6
Subhash Nagar,4 Bedroom,1200,4,110
Murugeshpalya,3 BHK,1855,3,96
Kanakpura Road,3 BHK,1450,3,60.91
Sarjapur  Road,3 BHK,2089,3,148
Haralur Road,3 BHK,1464,3,56
Banashankari Stage VI,4 Bedroom,4800,3,200
Begur Road,2 BHK,1200,2,44.73
Sarjapur,2 BHK,1095,2,45
Ambedkar Nagar,3 Bedroom,2900,3,297
BTM 2nd Stage,3 BHK,2500,3,345
Kothanur,3 BHK,1170,3,80
6th Phase JP Nagar,2 BHK,1280,2,88
Rajaji Nagar,2 BHK,1224,2,105
Thanisandra,3 BHK,1694,3,125
Electronic City,2 BHK,825,2,30
Sarjapur  Road,3 BHK,1612,3,98.38
Chandapura,2 BHK,985,2,25.12
Murugeshpalya,2 BHK,1175,2,75
Sunkadakatte,1 Bedroom,600,1,24
Whitefield,3 BHK,1740,3,85
Carmelaram,3 BHK,1770,3,99
HAL 2nd Stage,8 Bedroom,1000,7,260
Horamavu Agara,2 BHK,1090,2,46
Vasanth nagar,6 Bedroom,2295,3,650
Whitefield,5 Bedroom,4144,5,331
Jogupalya,3 BHK,1800,3,130
Jigani,3 BHK,1221,3,65
8th Phase JP Nagar,2 BHK,1046,2,48
Uttarahalli,3 BHK,1290,2,56.12
Electronic City Phase II,2 BHK,1065,2,30.76
Ambedkar Nagar,3 BHK,1850,4,121
Battarahalli,2 BHK,1097,2,49
Kalena Agrahara,2 BHK,1200,3,70
Varthur,3 BHK,2160,3,170
Anekal,2 BHK,1140,2,52
Thigalarapalya,2 BHK,1297,2,98
Padmanabhanagar,2 BHK,1150,2,50
Kuvempu Nagar,2 BHK,1375,2,45
Babusapalaya,2 BHK,1245,2,58
Vasanth nagar,4 BHK,4750,6,948
Nagarbhavi,4 Bedroom,1800,3,180
Brookefield,3 BHK,1594,3,140
TC Palaya,3 Bedroom,1200,2,66
Chandapura,1 BHK,645,1,16.45
Kanakpura Road,2 BHK,700,2,36
Rajaji Nagar,5 Bedroom,2500,4,650
Raja Rajeshwari Nagar,2 BHK,1000,2,50
Whitefield,6 Bedroom,4000,5,540
Begur Road,2 BHK,1160,2,42
Uday Nagar,6 Bedroom,1200,6,85
OMBR Layout,5 Bedroom,600,3,140
Gopalkrishna Nagar,3 BHK,1570,2,95
Sarjapur  Road,2 BHK,1290,2,88
Kudlu Gate,2 BHK,1200,2,44.4
Langford Gardens,3 BHK,2777.29,5,649
Shanti Nagar,3 BHK,2250,3,180
Defence Colony,2 BHK,1270,2,172
Akshayanagara East,2 BHK,1145,2,44
Chikkabanavar,3 BHK,1320,2,46
Electronic City Phase II,2 BHK,1065,2,30.75
Whitefield,3 BHK,1650,3,48
Sarjapur  Road,2 BHK,1371,2,86
Doddanakunte,5 Bedroom,2700,5,150
Electronic City,3 BHK,1575,3,94.5
Yelahanka,2 BHK,1362,2,66
Bettahalsoor,5 Bedroom,3210,,353
Haralur Road,3 BHK,1255,3,90
Whitefield,2 BHK,925,2,35
Electronics City Phase 1,2 BHK,1088,2,30.46
Yelahanka,2 BHK,1234,2,80
Sarjapur  Road,3 BHK,2140,3,139
Thubarahalli,3 BHK,1584,3,101
Whitefield,2 BHK,1175,2,50
Sarjapura - Attibele Road,3 BHK,1555,3,52
Chandapura,1 BHK,645,1,16.45
Dodda Nekkundi,3 BHK,1585,2,79
Kalena Agrahara,2 BHK,1354,2,71
Madiwala,2 BHK,1165,2,45
Kumaraswami Layout,3 Bedroom,1200,3,75
Hebbal,3 BHK,1740,2,137
Hebbal,9 Bedroom,1200,9,185
Rachenahalli,2 BHK,985,2,50.17
Chandapura,2 Bedroom,1200,2,36
Kattigenahalli,3 Bedroom,600,4,70
Duddanahalli,3 BHK,1340,2,47
Begur Road,3 BHK,1583,3,95.23
"Beml layout, Rajarajeshwari nagar",4 Bedroom,1200,5,325
Basaveshwara Nagar,2 Bedroom,1200,1,180
Bannerghatta Road,2 BHK,1115 - 1130,2,61.74
Thanisandra,3 BHK,1573,3,100
CV Raman Nagar,2 BHK,1227,2,42.88
Yemlur,2 BHK,1210,2,60
Basavangudi,3 BHK,1650,3,125
Chikkalasandra,5 Bedroom,1000,4,300
Raja Rajeshwari Nagar,3 BHK,1485,2,63
Haralur Road,3 BHK,1735,3,97
Hebbal Kempapura,3 BHK,1730,3,175
Sector 1 HSR Layout,3 BHK,1684,3,86
Sai Gardens,3 BHK,1686,3,77
Bikasipura,3 BHK,1654,3,82
Green Glen Layout,3 BHK,1600,3,105
KR Puram,2 BHK,1100,2,39.9
Bannerghatta Road,3 BHK,1655,3,95
Hennur,3 BHK,1830,3,121
Hebbal,3 BHK,1430,3,85
Judicial Layout,3 BHK,1989,4,155
Sarjapur  Road,2 BHK,1044,2,55
Banashankari,3 BHK,1426,3,85
Choodasandra,2 BHK,1115,2,50
Yelahanka,2 BHK,1000,2,29
Kathriguppe,2 Bedroom,754,2,69.99
Electronic City Phase II,2 BHK,1140,2,33.06
Kodichikkanahalli,2 BHK,900,2,35
Gulakamale,2 BHK,1200,2,50
Malleshwaram,1 BHK,580,1,45
TC Palaya,3 Bedroom,1200,2,66
Munnekollal,2 BHK,1030,2,50.36
Koramangala,3 BHK,1910,4,150
